u,g,r,i,z,Teff,FeH
21.68943,19.28525,18.06984,17.5825,17.29964,4382,-0.28
19.16445,18.18722,17.91986,17.81393,17.77751,6500,-1.5
22.08611,19.37881,18.0516,17.41637,17.09031,3858,-0.06
19.93315,18.63943,18.08589,17.86988,17.78134,5467,-0.4
22.11998,19.66286,18.43439,17.89381,17.55634,3962,-0.36
23.17452,19.45208,18.08229,17.22428,16.71882,3980,-0.04
20.02975,18.79827,18.25912,18.03754,17.91351,5047,-1.34
22.00636,19.71406,18.32073,17.35998,16.86577,3717,-0.2
21.9083,19.50793,18.08387,17.33417,16.91174,3858,-0.06
18.60932,17.74581,17.44892,17.32902,17.28544,6000,-2.5
22.64408,19.78305,18.36475,17.43109,16.92267,3980,-0.04
25.97319,23.7012,22.53989,19.48921,17.8081,3717,-0.2
19.25603,18.16355,18.02071,18.02056,18.06339,7118,-0.15
17.15532,16.13017,15.76155,15.63292,15.58141,5777,0
19.06193,19.28431,19.74297,20.08317,20.15862,9530,-0.2
17.17432,16.2472,15.93214,15.81811,15.77167,6000,-1.5
18.30438,17.37745,17.03727,16.89744,16.83919,6000,-1.5
24.62537,25.15334,24.09254,20.94377,19.15979,4465,0.12
17.18842,16.11682,16.05584,16.08672,16.13031,7500,-2
18.37473,17.14955,16.67244,16.51527,16.44128,5474,-0.67
19.2042,18.23631,17.96889,17.88608,17.87332,6500,-1.5
18.9583,17.88945,17.87811,17.90153,17.95223,8500,-1.5
18.82195,17.81522,17.51081,17.42396,17.41526,6000,-1.5
20.18922,18.58689,17.94803,17.66946,17.50169,5073,-1.44
20.90883,18.65863,17.78898,17.47218,17.3252,4576,-0.39
20.9283,19.60412,18.96131,18.74031,18.68931,5047,-1.34
19.39486,18.33309,17.97938,17.87269,17.83482,6000,-1.5
19.88543,18.82984,18.30018,18.07426,17.98027,6000,-2
20.74567,18.17636,16.92584,16.2763,15.94863,3962,-0.36
18.57041,17.4939,17.40493,17.42101,17.46346,8500,-1
25.09357,24.71302,24.13704,21.11359,19.48511,5777,0
20.2228,19.10828,19.09966,19.13994,19.32017,8500,-0.5
19.06758,16.58841,15.51216,15.14064,14.95412,4382,-0.28
19.20896,18.25632,17.95875,17.85954,17.84372,6500,-2
20.35285,18.29118,17.49364,17.29789,17.05101,4752,-0.91
24.19659,22.03368,20.56138,19.92967,19.60881,3858,-0.06
21.36145,19.87087,19.21286,18.9624,18.80885,5059,-0.16
18.97726,17.81607,17.40886,17.27674,17.23221,5890,-0.11
22.34314,19.38699,17.88256,16.31065,15.43376,3717,-0.2
24.83124,23.10705,21.4868,19.93203,19.37911,3717,-0.2
21.53835,18.61703,17.21754,16.5859,16.26032,3858,-0.06
19.35719,18.21557,18.40944,18.5576,18.74375,9500,-1
17.37008,16.24246,15.86845,15.73136,15.69243,5704,-0.74
21.01728,18.54143,17.18514,16.02195,15.38294,3717,-0.2
18.23085,17.28501,17.00005,16.91579,16.9014,6500,-1.5
16.37991,15.3138,15.09962,15.04701,15.06106,6432,-0.33
19.18718,16.73044,15.69714,15.36307,15.17464,4528,0.07
22.7069,20.69267,19.92913,19.63032,19.52055,5059,-0.16
18.72878,18.48008,18.01868,17.0361,16.2911,3717,-0.2
18.08928,16.82931,16.26514,16.03102,15.89509,5152,-1.42
17.44975,16.4934,16.11178,15.94161,15.89226,5961,-1.16
23.98957,23.18043,21.14002,18.45327,16.90281,3710,-0.54
19.76951,18.43453,17.95092,17.75433,17.71178,5374,-0.54
21.16845,20.13399,19.69077,19.70731,19.26177,6163,-0.29
20.44998,19.22135,19.29106,19.37794,19.42658,7852,-1.67
21.42526,20.00723,19.42579,19.19319,19.03218,5047,-1.34
19.29206,18.22337,18.06578,18.07772,18.08816,7500,-0.5
19.20513,18.67502,17.52934,17.35508,17.27273,5621,-1.02
16.89443,15.71475,15.7188,15.74041,15.82152,8500,-1
18.85859,17.75606,17.51558,17.45494,17.50088,7000,-0.5
18.24433,17.25356,17.05079,16.99323,16.96914,7000,-1.5
17.8001,16.49337,16.00031,15.82081,15.72322,5476,-0.32
18.5641,17.43921,17.01732,16.84766,16.77374,6000,-1
19.13497,18.0247,17.89369,17.84443,17.82035,7500,-1
19.62555,18.36719,17.81831,17.60456,17.46701,5476,-0.32
23.73041,22.18925,21.02262,18.56457,17.16426,3717,-0.2
22.40166,21.11716,20.39211,20.25214,20.33486,5059,-0.1
17.8488,16.81229,16.44888,16.31533,16.26878,6000,-1.5
20.51973,19.26706,19.08045,18.98734,18.83138,5937,-2.03
17.38324,16.2176,15.78673,15.62744,15.57078,5373,-1.08
25.46839,22.28342,20.88164,19.75312,19.1844,3717,-0.2
19.46381,18.35687,18.2142,18.17337,18.19145,7500,-1.5
19.10608,18.14715,17.69699,17.5131,17.46441,6000,-1.5
21.91646,19.32049,17.85196,17.09291,16.64953,3980,-0.04
18.42917,17.44608,17.122,16.99544,16.93268,6500,-2
18.41643,17.1785,17.00424,16.96014,16.96336,7500,-2
19.40365,17.53765,16.7723,16.49755,16.35557,4955,-0.23
18.66085,17.60347,17.49032,17.48774,17.55046,8500,-1
17.38479,16.41313,16.04298,15.88838,15.82442,6000,-2
17.12637,16.04507,15.65608,15.5366,15.50016,5790,-0.65
20.43858,19.24111,19.10916,19.08524,19.05941,7000,-1.5
18.63106,17.57045,16.17062,16.93467,16.661,5762,-0.42
19.59519,18.28977,17.77425,17.56073,17.46185,5320,-0.76
20.83325,18.25766,16.63641,16.68456,15.8671,4576,-0.39
24.67321,20.66914,19.80181,19.10145,19.01685,5285,-0.71
18.12116,16.89724,16.43303,16.26382,16.19358,5873,-0.45
19.13836,17.91265,17.68151,17.58437,17.54851,7000,-1.5
17.95326,16.89733,16.80766,16.7983,16.84513,7500,-1.5
18.22889,17.15248,17.0206,17.02717,17.03602,7500,-1
22.13643,19.8875,18.48421,17.88992,17.53561,3858,-0.06
20.42595,18.65477,17.93872,17.6871,17.53095,5059,-0.16
20.20085,19.63993,19.66158,19.04097,18.44694,9000,-2.5
19.0694,18.11597,17.86774,17.78026,17.74762,6500,-2.5
18.01835,16.95902,16.58293,16.41944,16.36216,6000,-1.5
18.54114,17.59359,17.30093,17.18616,17.17547,6500,-1.5
22.70636,19.92851,18.66105,18.0999,17.80768,4576,-0.39
19.62199,19.56968,19.78582,20.05351,20.45184,7652,0.06
18.69887,17.71818,17.35499,17.22202,17.21033,5895,-1.05
19.88042,18.71674,18.7075,18.73378,18.82917,7852,-1.67
20.2029,19.00685,19.01415,19.08569,19.05979,7354,-0.08
18.48434,17.3043,17.22479,17.20159,17.3772,8500,-0.5
18.5541,18.07395,18.06454,18.13964,18.27391,9000,-2.5
19.44753,18.38029,18.37905,18.43784,18.49659,8500,-1.5
19.82414,18.8074,18.67491,18.60935,18.66576,7000,-1.5
17.17578,15.94826,15.76508,15.7124,15.67995,6500,-1.5
18.89058,17.63448,17.80538,17.93914,18.02947,8500,-2
18.82293,17.04018,16.35302,16.11956,16.02276,5059,-0.16
19.87053,18.46804,17.36143,17.13987,16.28402,5221,-0.24
19.09987,17.91247,17.9271,17.90426,17.86522,7500,-1
17.5476,16.55777,16.1853,16.04468,15.98102,6000,-2
19.18489,18.05965,17.95939,17.94614,17.92828,7500,-1.5
23.39475,24.12733,22.10788,19.76831,18.34145,3717,-0.2
24.30764,24.14921,23.02692,20.90678,19.37939,13050,0.05
17.21788,15.97536,16.19686,16.36426,16.45867,9640,-0.06
19.96362,18.93259,18.88501,18.95844,18.96936,8500,-1
19.36768,16.87632,15.68107,15.10053,14.9529,4382,-0.28
23.65544,22.01754,20.80902,19.71974,19.20742,3717,-0.2
18.61185,18.11552,18.17992,17.69347,17.1491,9000,-2.5
16.80257,15.75441,15.44526,15.31538,15.30059,6000,-1.5
19.73005,19.38517,19.65191,19.94671,20.02624,9000,-2.5
18.93084,18.02126,17.63983,17.46876,17.39812,6000,-2.5
18.70841,17.54517,17.07199,16.87029,16.78082,5152,-1.42
19.6158,18.25821,17.77404,17.58356,17.49886,5320,-0.76
20.88745,19.27196,18.67736,18.45024,18.31831,5059,-0.16
18.95732,17.54814,17.03573,16.87138,16.77127,5320,-0.76
21.1191,19.76037,19.24676,19.05289,18.98131,5320,-0.76
18.79134,17.5428,17.09357,16.94,16.88638,5630,-0.45
19.16406,18.22444,17.87836,17.78429,17.68326,6000,-1.5
23.48475,24.56425,22.05709,19.22957,17.52097,3717,-0.2
17.96191,16.87714,16.47403,16.31975,16.28048,6000,-1
19.77748,19.82983,20.15001,20.50009,20.52389,4966,-2.72
20.25435,19.25287,19.06302,19.03248,19.05127,7000,-1
23.96032,24.89825,23.69964,20.38477,18.61879,4913,-0.19
24.01864,21.18223,19.71674,18.61779,17.98878,3717,-0.2
18.61722,17.69875,17.44114,17.3381,17.32906,6500,-1.5
19.67224,19.56351,19.86013,20.14138,20.90456,7652,0.06
21.0091,19.01671,18.1861,17.88289,17.75499,4576,-0.39
20.24597,17.7305,16.48383,15.97029,15.67893,3962,-0.36
25.03422,24.66222,23.53876,20.5642,19.09724,3717,-0.2
17.86203,16.71789,16.77201,16.85864,16.9627,8500,-1
17.91973,16.93825,16.57499,16.41057,16.34231,6000,-1.5
19.68575,18.38343,18.48562,18.59189,18.62317,7852,-1.67
18.98194,17.07672,16.25654,15.9436,15.76659,4576,-0.39
18.23269,17.78101,17.95517,18.14896,18.40291,7652,0.06
20.23815,19.16454,19.01391,18.89789,18.87233,6000,0
18.2155,17.02173,16.58186,16.43292,16.34942,5651,-0.32
18.57262,17.40145,16.96288,16.80713,16.7635,5630,-0.45
17.46737,16.21498,15.74987,15.57721,15.49325,5630,-0.45
17.44307,16.2797,15.83134,15.66823,15.59794,5651,-0.32
20.66935,18.89796,18.22955,17.98425,17.85285,5169,-0.17
22.79578,20.39816,19.10587,18.64922,18.52821,4000,0
18.90968,17.93661,17.50897,17.35584,17.27194,5405,-1.7
20.92093,19.42081,18.79932,18.51806,18.49599,5047,-1.34
21.21844,19.29607,18.60361,18.38638,18.20302,4955,-0.23
19.34426,18.34436,17.97017,17.84944,18.80698,6000,-1
23.84753,20.65416,18.87482,17.84793,17.26164,3980,-0.04
19.21291,17.9579,17.44871,17.23269,17.15375,5813,-0.07
18.8283,17.64487,17.16545,16.97719,16.93707,5784,-0.55
20.29029,19.93467,20.2684,20.53328,20.47799,7652,0.06
19.13681,18.54242,18.87249,19.1246,19.34508,7500,-2.5
20.35742,19.25725,19.27655,19.32452,19.4479,8500,-1
24.11123,25.21102,24.86869,21.00072,19.43157,4066,-0.27
21.9273,19.6052,18.40169,17.89025,18.79927,3962,-0.36
19.85881,20.00422,20.4097,20.76048,21.09948,9000,-2.5
18.29405,17.13475,16.7272,16.57752,16.52727,5762,-0.42
20.4313,19.41193,18.92064,18.50877,18.18,3690,0.05
17.3364,16.09398,15.96715,16.00236,16.05149,7080,-0.28
18.16135,16.92731,17.02256,17.10938,17.11699,8500,-2
17.85795,16.66136,16.27237,16.16091,16.08963,5813,-0.07
24.11747,21.27164,19.7456,18.60592,17.93205,3717,-0.2
24.27122,25.876,22.8778,19.97807,18.51358,3717,-0.2
23.62333,21.69339,20.71683,19.5968,18.81413,3717,-0.2
20.10787,19.18942,19.11108,19.1228,19.14017,7500,-2
19.76556,18.59129,18.31689,18.24904,18.19876,7000,-1.5
23.21508,23.82181,21.89947,18.96051,17.26201,3717,-0.2
18.20874,17.0755,16.67595,16.54372,16.51462,5891,-0.12
20.16357,19.07755,19.01553,19.05722,19.05334,7450,-0.39
17.58595,16.46361,16.04372,15.89986,15.85796,5373,-1.08
22.38808,19.66076,18.37439,17.75275,17.3776,3858,-0.06
19.04967,17.7667,17.21904,17.03286,16.94161,5000,0
24.75623,21.5524,20.21177,18.90857,18.22801,3717,-0.2
17.96934,17.10763,16.76155,16.62646,16.60012,6000,-2
18.26557,17.86094,18.0857,18.30308,18.62119,7652,0.06
20.34196,20.39552,20.68652,20.87447,21.45892,7652,0.06
18.86338,17.57399,17.71729,17.84163,17.88688,8500,-2
19.20474,18.85861,19.10606,19.3438,19.54581,9000,-2.5
17.28857,16.10505,16.24274,16.35151,16.47666,9000,-1.5
20.43076,19.96131,19.92494,20.15775,20.53198,7652,0.06
19.63368,18.59948,18.31139,18.21487,18.21193,6500,-1
19.00093,17.97565,17.60981,17.47599,17.47066,6000,-1
19.53901,19.61811,19.9114,20.08997,20.65823,5684,-2.51
19.91522,19.65707,19.81973,20.10779,20.53073,9000,-2.5
18.79388,17.52935,17.53452,17.55526,17.64667,7500,-2
18.78403,18.2797,18.41439,18.57562,18.82132,7652,0.06
26.46766,23.17606,21.17715,19.06657,17.6691,5000,0
18.88148,17.64091,17.50413,17.44448,17.45696,7500,-1.5
18.26862,17.05575,16.78333,16.67206,16.6401,6500,-1
18.19499,17.30263,17.0058,16.9053,16.87658,6500,-2
19.44313,18.36497,18.1941,18.15728,18.19173,7000,-1.5
17.86769,16.71566,16.92091,17.08422,17.19705,9000,-2.5
19.78834,18.94394,17.21813,16.02088,15.9433,4246,0
20.00413,18.8729,18.51701,18.39314,18.34114,6155,-0.3
18.90305,17.83367,17.39765,17.24814,17.21009,5704,-0.74
24.45191,25.06832,22.96483,20.39969,18.54125,4836,-0.57
24.66855,23.86411,23.05644,20.33335,18.84735,3717,-0.2
19.7431,18.47557,18.61772,18.74881,18.8217,8500,-2
19.25742,18.80173,18.99364,19.1739,19.43875,9000,-2.5
16.36812,15.16278,15.30785,15.45823,15.53865,8500,-1.5
23.63194,21.35987,19.85208,19.10013,18.59505,3980,-0.04
20.23279,19.81525,19.93154,20.03656,20.15288,7652,0.06
24.58559,22.0506,20.54226,18.93203,17.98403,3717,-0.2
20.61968,18.91041,17.73973,17.3657,17.09332,4382,-0.28
19.7167,18.50811,17.99107,17.801,17.70482,5651,-0.32
25.89109,24.37345,23.76504,20.51285,19.00768,5807,0.14
23.73262,21.56336,20.04533,18.69068,17.93127,3717,-0.2
20.27895,17.70289,16.57959,16.19478,15.98306,4246,0
20.08139,19.78471,20.022,20.2846,20.35818,9000,-2.5
20.06247,19.65105,19.76351,19.98778,20.22622,7652,0.06
20.04512,19.62937,19.67016,19.73744,19.9697,8500,-2.5
18.46335,17.46042,17.1501,16.99885,16.99362,6000,-1.5
19.37291,18.37099,18.21387,18.19953,18.21347,7000,-1
19.36192,18.33096,17.92405,17.72529,17.63055,6000,-2
23.09501,20.92847,19.29308,17.989,17.30032,3717,-0.2
19.43238,18.43505,18.06348,17.91399,17.85937,6000,-1
18.09368,17.06715,16.69138,16.51198,16.40897,6000,-2
19.05948,18.03857,17.98011,17.9773,17.98776,7500,-2.5
17.47448,16.31458,15.90189,15.74428,15.70066,5762,-0.42
19.22257,18.21669,17.85503,17.7213,17.70744,5790,-0.65
16.45156,15.15664,15.31736,15.42417,15.51716,8500,-1.5
25.71614,23.6542,22.17925,19.62595,18.14959,5820,-0.05
18.12022,16.98325,16.55705,16.39526,16.38883,5630,-0.45
18.47729,17.6312,17.29541,17.16132,17.14811,6000,-2
20.0906,18.93718,18.89462,18.88131,18.94319,7368,-0.25
17.54523,16.26778,16.40551,16.50194,16.56481,6500,-1.5
17.53171,16.37471,16.00239,15.8768,15.83016,6038,-0.08
19.03286,17.96299,17.96008,17.99092,18.0013,8500,-1.5
22.29536,20.7292,20.16653,19.59638,19.23024,3820,-0.15
21.20934,18.48364,17.27423,16.81676,16.57839,4382,-0.28
17.37674,17.61303,18.08406,18.41848,18.75913,9500,-2.5
18.5707,18.46066,18.77579,19.07857,19.32674,9000,-2.5
19.67447,19.28507,18.84347,18.67405,18.39602,6500,-1
19.56438,18.9228,18.3153,17.45166,16.88093,3717,-0.2
25.07352,24.6086,23.44376,20.37803,18.52995,4244,-0.42
20.38595,19.30833,19.09465,19.01687,18.97601,6821,-0.21
18.39705,17.24541,17.08412,17.07715,17.10844,7000,-1.5
18.79168,17.83732,17.55108,17.43092,17.42125,6061,-1.07
16.29742,16.76076,17.35298,17.72251,18.08125,9640,-0.06
22.62249,19.6733,18.27727,17.8166,17.53336,4000,0
20.1213,19.03625,18.96438,19.0089,19.11795,7500,-1.5
19.17311,18.76322,18.73584,18.73178,18.83731,7500,-2.5
24.86106,23.23252,21.15834,19.78346,19.08822,3717,-0.2
25.44625,22.56016,20.93658,18.76847,17.50895,3717,-0.2
18.00281,16.83813,16.4352,16.26652,16.22217,5651,-0.32
17.40427,16.19959,15.77874,15.61586,15.56328,5661,-0.37
25.92498,23.93039,22.11453,20.15114,18.78298,5820,-0.05
19.12005,17.96084,18.02358,18.10777,18.18401,8500,-1
24.06025,21.19214,19.60446,18.40869,17.7511,3717,-0.2
18.70341,17.73843,18.00447,18.22399,18.36795,8554,0.1
19.69734,18.50039,18.29902,18.21093,18.18876,6000,-1.5
18.59455,17.28501,17.44077,17.58358,17.66755,9500,-1
17.23204,15.9748,15.97176,15.99274,16.02467,7500,-2.5
21.6659,19.01865,17.59934,16.76197,16.26817,3980,-0.04
19.61702,18.58052,18.24251,18.09315,18.07282,6000,-1.5
19.51656,18.3401,17.83715,17.61179,17.54229,5665,-0.99
20.19718,20.03059,20.37576,20.67494,21.16835,9000,-2.5
18.4866,18.50297,18.84833,19.15587,19.40757,9000,-2.5
24.93048,24.36545,23.31487,21.07677,19.43988,10895,1.08
19.76464,18.86927,18.43387,18.24803,18.2288,6000,-1
20.34155,19.13565,19.17864,19.2692,19.30074,9000,-0.5
26.03407,23.3363,21.85425,19.39484,17.99368,3705,0.6
19.11913,18.14417,17.82004,17.70097,17.68706,6000,-1.5
21.12179,18.59121,17.51039,17.13528,16.94954,4246,0
19.42314,18.51148,18.22398,18.11038,18.11907,6000,0
21.96495,19.57504,18.59375,18.2104,17.96461,4382,-0.28
19.73945,18.58465,18.52019,18.56231,18.60417,7500,-1.5
16.93604,15.72836,15.96775,16.15457,16.23216,9500,-1
17.98754,16.72148,16.86088,16.99785,17.04068,9500,-0.5
19.40452,16.84115,15.56621,15.08606,14.81253,3962,-0.36
18.24192,17.35829,17.09763,17.00084,16.95076,6000,0
19.25658,18.90912,19.18697,19.36405,19.67653,9000,-2.5
24.37927,23.55061,22.11945,19.26558,17.65268,3717,-0.2
24.1725,20.85296,19.57572,18.16891,17.40113,3690,0.05
19.40623,18.33216,18.30189,18.32423,18.40119,8500,-1
23.97798,24.58462,23.43016,20.16786,18.50273,3690,0.05
20.53289,18.56909,17.7719,17.47686,17.3109,4576,-0.39
17.57967,16.43729,16.05452,15.94917,15.88997,6038,-0.08
25.31366,24.44746,22.24497,19.94479,18.41045,5000,0
18.33618,17.0973,17.13262,17.20048,17.26616,7500,-2
19.69258,18.40542,17.87794,17.64938,17.53027,5659,-0.6
24.75157,20.90442,19.3103,17.77028,16.9621,3717,-0.2
16.00081,15.00542,15.29845,15.51288,15.6259,9500,-1
19.07181,18.03584,17.57233,17.38293,17.33719,5405,-1.7
17.67953,16.52577,16.03364,15.81506,15.71396,6000,0
17.24003,16.16553,15.77652,15.62084,15.55313,5845,-0.88
17.42907,16.30136,15.90083,15.745,15.71428,5373,-1.08
22.94962,20.60932,18.96341,17.69575,16.97714,3717,-0.2
24.95599,23.73665,21.78563,19.39604,17.70862,3980,-0.04
24.16448,24.88024,23.07614,20.5199,19.05882,4000,0
24.46494,25.26079,22.77716,20.01167,18.57126,3900,0.17
19.1843,17.95173,17.47488,17.2813,17.17346,5320,-0.76
18.50823,17.58512,17.31877,17.21848,17.21675,6500,-2
18.46631,17.43637,17.38661,17.39817,17.44539,7500,-1.5
20.56224,19.46202,19.19438,19.08298,19.1029,7134,-0.07
18.0507,17.00897,16.64253,16.50583,16.4476,6000,-1
19.31411,18.35731,18.05632,17.9512,17.95282,6500,-1
18.98699,17.78892,17.56171,17.45877,17.44551,6500,-1
25.51276,25.79802,23.84283,20.36027,18.88033,3700,-0.45
21.90567,19.71572,18.33036,17.3789,16.83199,3717,-0.2
21.95504,19.44798,17.94643,17.02771,16.46244,3980,-0.04
21.73557,19.20626,18.08858,17.60735,17.34786,4382,-0.28
21.98527,19.13017,17.72606,16.94703,16.51259,3980,-0.04
20.01053,18.69435,18.17221,18.04507,17.98631,5320,-0.76
20.43179,18.83162,18.0789,17.76305,17.58514,5059,-0.16
21.72499,19.24081,17.80182,16.91145,16.41601,3705,0.6
22.00388,19.47065,18.20077,17.66137,17.39194,4382,-0.28
22.61728,20.84063,20.20238,19.9312,19.68935,4801,-1.72
17.4835,17.01871,17.37764,17.64709,17.87319,9640,-0.06
21.32468,19.99237,19.26349,18.99234,18.81303,4752,-0.91
19.39856,18.4336,18.2421,18.1969,18.2203,7000,-2
18.49875,17.52459,17.16928,17.02386,16.98895,6000,-1.5
23.47595,25.11438,18.5854,17.52586,16.7952,4246,0
18.67258,17.69542,17.40468,17.3197,17.26758,6000,-1.5
20.17767,19.07702,18.92951,18.88638,18.89855,7500,-0.5
18.83835,17.70569,17.29534,17.14486,17.08738,5665,-0.99
18.55149,17.43745,16.97266,16.89358,16.79331,5720,-0.54
23.41684,21.272,19.71555,19.07061,18.66715,3858,-0.06
23.94225,24.23583,22.94189,20.4732,19.02356,5645,-1.51
17.9369,16.91471,16.55342,16.42271,16.37595,5790,-0.65
24.85221,22.66671,21.46976,20.10695,19.47005,3782,-0.43
25.94294,23.26606,21.44989,18.59952,16.82978,3717,-0.2
19.42097,18.35169,17.94886,17.7722,17.69729,5704,-0.74
17.40519,16.26758,15.82431,15.67296,15.59058,5651,-0.32
17.36671,17.38061,17.43997,17.60815,17.81599,6361,0.15
16.56478,15.4548,15.33726,15.3231,15.33267,7500,-0.5
24.17824,25.04565,23.90258,20.92398,19.52563,3737,-0.61
19.17404,18.24934,17.97796,17.90135,17.86965,6500,-2
18.80716,17.98844,19.30824,17.47234,17.31698,6500,-2
19.19569,18.13345,18.07285,18.09678,18.17408,7500,-1
20.61331,18.62759,17.8173,17.5544,17.36928,4955,-0.23
23.51933,21.88289,19.99802,19.47737,19.16963,4000,0
24.63481,25.11455,20.09801,18.35628,17.6772,3717,-0.2
19.60386,18.02945,17.42925,17.20966,17.08163,5221,-0.24
24.41975,24.16392,22.97729,20.1582,18.60991,3710,-0.54
17.84535,16.80226,16.46422,16.32568,16.29483,6000,-1
17.82777,16.6543,16.44855,16.40922,16.42141,6604,-0.2
18.63026,17.36066,16.87707,16.70066,16.64269,5474,-0.67
16.05877,16.22555,16.59989,16.83216,17.04776,13582,-0.08
18.61739,14.98552,13.49015,13.16122,12.42532,3917,-0.21
16.67583,15.75724,15.43646,15.31857,15.29058,6000,0
17.75269,16.58577,15.43834,14.61296,14.10592,3705,0.6
22.21146,19.64328,18.22782,17.10394,16.52407,3717,-0.2
16.8002,15.91376,15.64256,15.54957,15.50865,7000,-2
17.90527,16.74693,16.31275,16.16654,16.12805,5671,-0.18
19.19992,18.22571,18.12735,18.11264,18.17382,7500,-1.5
20.01649,17.33451,15.89661,14.99676,14.53957,3980,-0.04
18.70371,18.16989,18.02236,17.98385,18.05111,7000,-2.5
19.12274,17.50026,16.84837,16.62364,16.52944,5169,-0.17
24.97179,20.51448,19.87718,18.2556,17.50257,3690,0.05
17.87863,16.77022,16.38026,16.22565,16.1858,5704,-0.74
17.30771,17.75274,18.2485,18.63597,18.983,6361,0.15
22.48015,20.33546,19.70973,19.5976,19.61947,5132,-0.61
24.75963,24.55206,21.7464,19.20754,17.66954,3700,-0.45
17.78811,16.8474,16.48051,16.33467,16.28749,6000,-1.5
20.835,18.71223,17.85442,17.52577,17.43377,4576,-0.39
19.6591,18.38614,18.46889,18.53889,18.64483,8500,-0.5
17.44673,16.25005,15.98247,15.87339,15.82837,6500,-1
19.06651,18.09598,17.75405,17.61556,17.59938,6000,-1.5
20.07123,19.02636,18.84895,18.81923,18.76916,7000,-1.5
24.4557,24.02769,22.70431,20.60945,19.20808,3700,-0.45
18.9063,17.75814,17.33796,17.19706,17.16385,5873,-0.45
17.74892,16.64361,16.23134,16.07423,16.02055,5613,-0.94
16.86078,15.7525,15.72932,15.80354,15.90357,8500,-1
25.15949,25.29274,23.31852,20.90409,19.37149,13050,0.05
25.75288,25.11418,22.97602,19.94687,18.47702,3714,-0.57
17.29661,16.3637,16.09131,15.98883,15.96597,6500,-1.5
19.75213,18.62516,18.44914,18.40266,18.47097,7500,-0.5
20.57923,19.4933,19.30879,19.26035,19.21855,7500,-2
18.15683,17.85147,18.21466,18.43398,18.71192,9000,-2.5
25.17539,24.40765,22.59771,19.90774,18.44053,5000,0
20.52419,19.48093,19.38062,19.37202,19.45833,7500,-1.5
18.59956,18.88792,19.38921,19.71377,20.03094,9640,-0.06
18.99616,17.96577,17.84317,17.82665,17.85048,7500,-1.5
19.43177,18.43218,18.02333,17.84438,17.82401,6000,-1
19.09208,18.00782,17.97838,18.01764,18.04248,8500,-1
18.97367,17.90182,17.4321,17.26196,17.2029,5665,-0.99
18.51565,17.29297,17.02054,16.90926,16.85838,7000,-1.5
18.00283,16.91586,16.89713,16.95933,17.0274,8500,-2
22.24825,19.84926,18.41885,17.75532,17.29582,3858,-0.06
18.35521,17.1272,16.60686,16.39071,16.2747,5257,-1.48
21.07533,19.64163,19.18332,19.05,19.27039,6724,-0.55
18.69337,17.65134,17.61287,17.61787,17.67109,7500,-2
20.0154,18.9362,18.94255,19.01409,19.11169,7500,-2
18.08668,16.93758,16.51976,16.36947,16.32295,5659,-0.6
18.4193,17.27559,16.99591,16.86603,16.82046,6000,-2.5
25.01797,24.47392,22.16493,19.41991,17.84415,3717,-0.2
16.91545,15.88402,15.5241,15.39718,15.36296,6000,-1
22.84162,20.15805,19.03551,17.84781,17.05868,3717,-0.2
19.04732,19.21155,19.63489,19.95559,20.36568,9000,-2.5
18.63032,19.11983,19.62843,20.03411,20.42033,9899,0.09
17.16051,16.11643,15.76906,15.64887,15.60021,6000,-1
19.34706,16.88976,15.69541,15.26838,15.0363,4382,-0.28
20.25024,19.0894,19.11309,19.1578,19.40217,8500,-2.5
18.65548,17.5809,17.17388,17.03011,16.9682,5762,-0.42
19.48908,19.02611,19.06534,19.28383,19.84437,7652,0.06
18.09535,17.06809,16.72742,16.61019,16.57705,6000,-1
16.81204,15.53612,15.68304,15.79153,15.84605,7852,-1.67
20.36085,17.85644,16.73348,16.32856,16.07248,4382,-0.28
20.075,18.82476,19.01351,19.15678,19.3094,8500,-2.5
19.46335,18.25601,17.78556,17.61324,17.53991,5630,-0.45
18.62774,17.64697,17.68921,17.7261,17.75253,8500,-2
17.90959,16.67106,16.85096,16.99339,17.08089,9500,-1.5
19.55289,19.49047,19.81707,20.11564,20.68836,9000,-2.5
16.60574,15.38578,15.58056,15.76766,15.84216,9500,-1.5
16.54997,15.5512,15.32701,15.2753,15.30373,7000,-0.5
18.772,17.605,17.71478,17.78375,17.87923,9000,-2
19.76777,18.46007,18.48271,18.5588,18.62206,7852,-1.67
19.12536,18.81078,19.05024,19.36269,19.64882,9000,-2.5
18.00208,16.97267,16.90448,16.91346,16.92911,7500,-1.5
19.47699,18.39373,18.35032,18.37815,18.53497,7500,-1.5
16.93547,16.04614,16.3251,16.53401,16.68441,9640,-0.06
19.62646,18.56454,18.46952,18.46045,18.58833,7500,-2
21.36627,19.15489,17.95988,17.45527,17.15065,4382,-0.28
25.50631,25.00224,23.04644,20.44928,18.90508,3714,-0.57
20.86965,19.78942,19.37647,19.11973,19.04551,5994,-0.05
18.05491,18.1548,18.47146,18.72854,18.98961,6000,0
18.13906,17.67711,17.78066,17.92566,18.17996,7652,0.06
18.50943,17.44267,17.36518,17.38311,17.42267,7500,-2
20.01029,18.84113,18.8179,18.85536,18.97561,7450,-0.39
18.19102,18.29517,18.60949,18.8872,19.17904,5000,0
19.99559,18.32776,17.75803,17.563,17.47618,5221,-0.24
17.88521,16.91943,16.66203,16.55024,16.5565,6500,-1.5
