u,g,r,i,z,Teff
21.11361,17.48003,16.0398,15.41493,15.05707,4041
19.11134,17.79668,17.27373,17.06959,16.97756,5320
20.64063,19.45801,19.1942,19.07046,19.08426,6500
20.72054,19.56002,19.31672,19.20003,19.11797,7500
17.85907,16.7858,16.5089,16.42816,16.41304,6500
20.91199,17.50291,16.0827,15.46381,15.11057,4041
22.40213,21.35669,20.66967,20.45923,19.96764,4000
20.48878,20.20733,20.46574,20.64415,21.08513,9000
18.29716,17.05334,16.99785,17.0078,17.03426,7000
17.75593,16.61668,16.73938,16.89536,16.99863,9000
20.52953,19.29977,19.06307,18.98192,18.93114,7000
18.31478,17.20499,16.8553,16.72321,16.71213,6000
19.80954,19.59793,19.89882,20.22168,20.61013,9000
21.15679,17.67172,16.33699,15.79037,15.46087,4115
15.79447,14.76054,14.38509,14.22943,14.19637,6000
23.26688,20.52228,19.61002,19.28564,19.37506,4576
23.30054,23.09172,21.33456,19.28351,18.0585,3717
18.04542,17.08735,16.78279,16.67684,16.64155,6000
23.03579,21.26008,20.4579,20.20217,19.66447,4576
22.02536,20.89054,20.26578,20.11913,19.7113,5000
18.31505,17.39163,18.45846,16.60969,16.28794,5630
20.69787,19.6162,19.44378,19.37744,19.36194,7500
19.0729,18.74186,18.68389,18.72079,18.89334,4000
17.66792,16.78143,16.48408,16.37266,16.35201,6000
20.61713,19.62644,19.39524,19.31431,19.26315,6500
20.5023,19.22574,19.23966,19.33771,19.43073,8500
23.77306,22.25,20.6431,18.65568,17.61548,3717
20.36403,17.10781,15.81137,15.28142,14.97561,4115
26.10961,22.67851,21.13116,19.30987,18.22254,3717
19.03802,18.61482,18.7548,18.93037,19.1836,7652
20.66651,19.40836,19.43649,19.50664,19.51751,7500
18.09621,16.96739,17.62915,16.35862,16.21633,5630
25.15295,24.94272,23.12699,20.377,18.73425,3717
25.08355,23.37316,21.88714,19.30091,18.04615,3717
25.92804,22.62886,21.16526,19.1664,18.05254,3714
23.64382,22.83577,21.23201,19.32368,18.25535,3714
24.04198,22.2953,20.74245,18.54135,17.3178,3717
23.37621,20.92494,19.49191,18.89796,18.51769,3962
24.59969,22.96683,21.38081,19.04861,17.84141,3717
19.54077,18.51526,18.17482,18.06815,17.98085,6000
21.26459,17.79534,16.4068,15.83575,15.50263,3993
16.87992,15.91047,15.59008,15.48331,15.45092,6000
18.4448,18.05184,18.27889,18.51228,18.72683,7652
24.85201,22.71444,21.09257,19.11231,18.07705,3717
24.11843,23.02421,21.34254,19.18106,18.10284,3717
24.59563,20.42609,19.04793,18.25226,17.7894,3980
19.34216,18.93105,18.96507,19.11649,19.29529,8500
18.5061,17.42729,17.04926,16.89944,16.83857,6000
17.35169,16.30513,15.94647,15.80091,15.7698,6000
18.88638,17.67692,17.17346,16.97906,16.87529,5613
20.75537,19.33543,18.83394,18.65427,18.53518,5285
19.1413,19.45672,19.89864,20.24378,20.47172,7828
24.04939,22.60807,21.21643,19.35881,18.38206,3714
18.37264,17.25579,17.27125,17.35247,17.44059,8500
24.77976,23.71272,21.77896,19.23367,17.90266,3710
21.45073,17.77593,16.42763,15.86483,15.54536,4099
24.09745,22.2568,20.63583,18.75524,17.67451,3717
19.03322,17.94709,17.87738,17.93892,17.93352,7500
20.2358,19.10711,19.35865,19.61382,19.6914,8554
17.08195,16.11497,15.83162,15.72293,15.69817,6000
24.3818,21.32223,20.39172,19.99389,19.8352,4650
25.30852,21.58851,19.96855,17.8865,16.74332,3717
18.60881,18.48004,18.76432,19.0801,19.29894,9000
19.21442,18.27223,17.94774,17.7836,17.75357,6500
17.30983,16.27787,16.7529,15.40233,15.03098,5221
20.54487,19.24576,19.10851,19.00854,19.13054,7500
22.957,20.04565,18.49336,16.46578,15.32724,3714
17.97999,16.99587,16.71157,16.59251,16.57556,6000
17.10713,15.88994,15.60726,15.49339,15.4459,6500
18.52678,17.36419,17.25675,17.27508,17.33876,7500
21.54823,20.20165,19.61072,19.3473,19.27239,5164
18.83117,17.88286,16.86271,17.24611,17.05199,5860
17.82837,16.69143,16.73395,16.85635,16.93027,9000
19.64579,18.52348,18.54149,18.60176,18.69497,8500
21.39539,20.37666,20.28775,20.36815,20.72607,7500
23.79274,20.72176,19.44018,18.96434,18.62733,3969
17.75736,16.76762,17.02774,17.23425,17.35475,9640
18.38886,17.42598,17.16772,17.0871,17.0767,6500
16.63737,15.60269,15.42838,15.39338,15.42596,7000
20.57834,19.29521,19.05964,19.02704,19.08358,6000
20.21544,18.93288,19.07735,19.19722,19.26281,7852
20.62469,19.61698,19.29029,19.15062,19.0204,6000
16.83783,15.69688,15.57841,15.56913,15.62805,7190
23.77716,21.03006,19.44703,17.48981,16.43023,3717
24.543,22.85089,21.17404,19.24748,18.28138,3714
19.55667,18.49384,18.18944,18.05139,18.0222,6000
17.79378,16.56574,16.2965,16.19206,16.13767,6500
19.08226,18.09561,17.73985,17.61351,17.51596,6000
19.76613,19.31672,19.21582,19.24957,19.28535,7500
25.02773,22.38323,20.96831,18.87074,17.80722,3717
20.85333,17.33047,15.91456,15.32875,14.99543,4041
16.83895,15.67736,15.78468,15.90711,15.99207,9000
19.62718,20.12611,20.59933,21.06519,20.94187,6537
24.12504,23.39451,21.47882,18.87547,17.5105,3717
20.89404,17.53007,16.12711,15.52838,15.19446,4041
23.65708,22.41284,20.82299,18.58904,17.34743,3717
20.47017,19.28271,19.35303,19.47127,19.48814,8500
16.52719,15.34398,15.55108,15.73226,15.81223,9500
22.6599,20.84587,19.40408,18.9171,18.55045,4000
17.25136,16.18513,16.10943,16.11594,16.16751,7500
25.40387,22.86022,21.62962,19.32722,18.11048,3717
19.48923,18.52216,18.18538,18.05351,18.06172,5895
23.43089,24.01147,22.99499,20.20352,18.52016,3717
19.79084,18.59351,18.27485,18.17504,18.13545,7000
23.36738,24.34344,22.86337,20.04333,18.08651,5807
20.69987,19.57504,19.46208,19.3946,19.67823,7500
17.27079,16.24393,15.92228,15.80039,15.79111,6000
22.29186,20.37915,18.18292,16.72412,15.93975,3717
25.33037,21.92466,20.33986,18.46768,17.42483,3717
17.73713,16.76647,16.45625,16.33892,16.32172,6000
24.33016,24.19275,22.34697,20.46874,19.018,5820
19.75898,18.50919,18.61545,18.74418,18.78197,9500
20.50532,19.19739,19.23825,19.34494,19.37829,7500
19.34269,19.5584,19.93205,20.29587,20.33075,9000
20.11703,18.8359,18.76001,18.70282,18.79789,7000
19.39099,18.32769,18.28728,18.33618,18.41808,8500
20.37271,19.15361,19.15734,19.15066,19.17612,7000
23.54136,22.94864,21.56121,19.56536,18.44409,3717
17.71885,17.37236,16.39974,16.28699,16.23307,6000
17.02047,15.91434,16.14807,16.35011,16.43507,9500
20.05228,17.98277,17.11053,16.80662,16.93861,4576
25.60188,22.85496,21.11621,19.18888,18.09924,3717
20.18438,19.72675,19.60579,19.631,19.79938,7500
24.12677,21.95463,19.9552,17.88994,16.82016,3717
18.23254,17.65297,17.46846,17.41199,17.43339,6500
21.40708,20.27088,20.26498,20.40059,20.45208,7000
22.09852,19.79035,18.16741,16.15897,15.07238,3717
19.41734,18.24041,17.73852,17.52284,17.43801,5630
17.98827,17.59324,17.85701,18.06983,18.29416,7652
18.34134,17.03125,17.11168,17.20534,17.24776,8500
20.93693,19.77814,19.80546,19.88301,20.23089,8500
24.56872,25.19228,22.3931,20.15285,18.62554,4304
18.79572,17.80869,17.40905,17.27353,17.26324,6000
21.85323,19.428,17.80073,17.78791,17.3929,3962
19.40951,18.97718,18.95965,18.98705,19.09795,9000
20.5341,20.07017,20.11294,20.18388,20.36164,7828
18.02063,16.90173,16.86724,16.91068,17.00649,8500
16.49605,15.2387,15.3023,15.38933,15.44963,8500
20.53989,20.09172,20.33627,20.49706,20.70649,7652
17.14852,16.11489,15.91656,15.86544,15.87925,7000
20.47227,20.25228,20.61731,20.75168,21.37555,9000
20.43739,19.17955,19.19588,19.26818,19.32163,7500
17.06534,15.96972,15.63071,15.52359,15.48113,6000
18.48136,18.10326,18.06409,18.09433,18.22635,7500
24.3421,22.93719,21.42937,19.08287,17.83764,3717
20.50788,20.03559,20.08413,20.13361,20.22969,7652
21.24239,20.30567,20.2695,20.39494,20.50881,7518
18.60223,17.57269,17.24846,17.12827,17.09578,6000
18.83538,17.5987,17.71799,17.82848,17.9144,8500
20.39724,20.33613,20.61876,20.952,21.21685,9000
17.57625,16.62633,16.29403,16.15897,16.11632,6000
21.13826,19.86157,19.36034,19.22643,19.18295,5659
24.06157,22.86384,21.22962,19.14878,17.95856,3717
25.65971,23.13233,21.49817,19.4173,18.27643,3710
20.74744,20.29701,20.49842,20.70418,20.70741,8500
16.3577,15.23917,15.48193,15.65625,15.75233,9500
20.81333,19.83715,19.43655,19.32406,19.23383,5637
18.1899,18.59425,19.05224,19.42284,19.72798,9899
24.23226,21.56848,19.96107,18.10021,17.04199,3717
19.23191,18.17386,17.73737,17.57548,17.49278,6000
20.33759,20.19574,20.54778,20.8476,21.22869,9530
25.1701,21.60906,20.37574,19.68479,19.19262,3858
20.26785,19.99192,20.23159,20.43834,20.55121,9000
20.67436,19.35514,19.19642,19.14901,19.13786,7500
20.47906,20.31729,20.65395,21.01465,20.8886,7652
17.91137,16.9196,16.60059,16.47745,16.4292,6000
24.80502,22.6921,21.11808,19.06702,17.87846,3717
19.64832,18.44886,18.47948,18.57276,18.66516,9000
20.53218,19.41558,19.26487,19.21878,19.32382,7500
23.16199,21.51479,20.5308,20.16617,20.0139,4353
25.42346,22.65371,21.21064,19.22229,18.18945,3717
20.06274,18.82438,18.84419,18.95179,18.95761,8500
21.20003,19.83331,20.05192,20.17414,20.36425,8320
26.11675,21.46439,20.70086,20.37081,20.69535,4528
21.24016,20.01279,20.14944,20.2959,20.60115,8086
19.55929,18.59046,18.17235,18.0328,17.94577,6000
23.48419,21.55568,20.16496,19.5646,19.30931,3962
20.73056,20.10852,20.17711,20.39712,20.61851,8500
20.2316,19.03098,18.93554,18.88442,18.78516,6000
19.60625,18.58581,18.15483,17.97891,17.92111,5790
25.79186,22.25525,20.45882,18.60234,17.49124,3717
17.7048,16.78475,16.46844,16.35261,16.33509,6000
21.20802,20.17901,19.82673,19.59825,19.55097,6442
17.67574,16.77036,16.44124,16.30584,16.27821,6000
22.18787,20.71234,19.47253,18.26531,17.56811,3717
23.61481,21.57315,20.70602,20.31567,19.68743,3962
20.3158,16.92046,15.61059,15.26174,14.85331,4000
17.19674,16.05967,15.99468,16.01227,16.07463,8500
16.17985,14.51433,13.91807,13.85936,13.65044,6188
17.50083,16.16351,16.16403,16.20532,16.23766,8500
24.0387,21.70868,20.11864,18.26859,17.1948,3717
16.6265,15.4452,15.31988,15.2937,15.34451,7500
19.20174,18.11117,17.7276,17.58848,17.54429,6000
19.32556,19.26987,19.62662,19.9204,20.11054,9000
24.63952,22.55405,20.78394,18.72582,17.64078,3717
18.39457,18.67926,19.15458,19.49223,19.85708,9500
17.60356,16.58929,16.1956,16.02661,15.95491,6000
23.05181,20.48467,18.75917,17.37525,16.59406,3717
24.5848,21.84594,20.34561,18.47625,17.46877,3717
17.1521,16.27996,15.88464,15.74943,15.68559,6000
20.20802,19.13172,18.77785,18.54843,18.58993,5952
20.05523,18.77974,18.76744,18.81476,18.76371,7852
19.28826,18.13803,18.31458,18.49657,18.56762,9000
23.71575,22.73328,20.94768,18.93086,17.76125,3714
23.40712,21.89969,20.28511,18.43797,17.39935,3717
19.36144,18.40908,18.13521,18.03377,18.02859,6000
20.42799,19.31293,19.39725,19.4687,19.6574,8500
20.47171,20.42248,20.77163,21.02057,22.41425,7652
20.58874,19.31839,19.4518,19.5877,19.64009,9000
22.7858,22.87419,21.31335,19.2342,18.15616,3717
22.54009,19.34152,18.00249,17.31266,16.8876,3858
23.72245,24.67034,22.14338,19.41238,17.776,4000
24.07374,24.14753,22.05085,19.25728,17.48467,3714
22.13114,21.07201,20.53445,20.48242,19.96877,3969
19.44448,18.99685,18.84976,18.86817,18.88371,7000
23.57726,21.67804,20.39708,19.00338,18.5033,4576
18.39922,17.37947,17.04648,16.91307,16.89308,5966
24.56451,22.7263,21.24982,18.98899,17.79961,3717
23.51362,22.05911,20.23906,18.36676,17.37248,3717
19.50616,19.05886,19.00883,19.04883,19.11411,8500
19.84728,19.28558,19.13325,19.15876,19.11419,7000
16.7574,15.51337,15.65102,15.76975,15.82797,8500
18.28777,17.37464,17.07214,16.97003,16.9723,6000
20.65871,20.37457,20.71157,20.8717,21.76209,7652
20.08329,19.57074,19.70578,19.93563,20.09872,7652
23.8508,22.44674,21.05745,19.11562,18.07611,3714
19.6805,18.40111,17.82487,17.60051,17.53597,5047
18.89101,18.93567,19.26512,19.52552,19.88498,5777
17.76222,16.89008,16.57338,16.41689,16.38563,6000
22.49025,21.63139,20.7067,20.53618,19.85907,4528
19.11569,17.85575,17.51647,17.38021,17.32756,5625
18.8909,17.70837,17.29099,17.15459,17.13153,5630
19.40924,18.47436,18.04575,17.88501,17.77733,6000
22.2279,20.39035,19.43316,19.07019,18.83909,4000
16.92876,15.96654,15.77112,15.68672,15.68566,6500
17.09259,16.22459,15.99005,15.8894,15.88675,6500
19.05086,18.17188,17.88131,17.80949,17.78255,6000
21.23459,17.99873,16.62624,16.05538,15.73405,4099
23.29815,21.33278,20.60547,20.29243,20.38534,4752
18.43957,17.23666,16.9149,16.80073,16.75258,5621
17.80118,16.87357,16.5284,16.40981,16.36117,6000
18.05058,17.11492,16.86391,16.7724,16.73566,6500
17.13449,16.15618,15.91334,15.81382,15.79849,6000
18.97488,17.89237,17.50404,17.38552,17.34366,5373
22.5368,21.33774,20.53156,20.26251,19.78897,5047
20.2042,16.97702,15.71543,15.20642,14.90516,4115
19.28368,17.90997,17.46948,17.32476,17.27271,5476
20.23871,17.12374,15.85042,15.33517,15.01993,4115
17.72984,16.68835,16.42305,16.34657,16.31785,6000
20.79753,17.93059,16.80355,16.3508,16.07313,4343
18.10756,17.76876,17.92446,18.02495,18.04702,9640
20.60105,18.09714,16.78682,15.94617,15.50298,3690
17.59169,16.71716,16.43033,16.3089,16.28149,6000
23.23244,20.5886,19.53695,18.96931,18.69936,3962
17.64089,16.69704,17.71879,16.14458,15.89445,6038
22.31694,19.52892,19.56404,17.56161,17.09733,3858
19.18385,18.19133,17.81261,17.65885,17.62477,6000
17.97916,16.98182,16.66308,16.53443,16.52221,6000
19.3352,18.07437,17.52532,17.31001,17.22047,6000
20.27968,19.07658,19.06595,19.1238,19.06465,8500
17.90955,16.97359,16.67344,16.56027,16.52377,6500
17.87298,16.99837,16.66442,16.51765,16.45625,6000
16.52932,15.35583,15.19461,15.21567,15.26277,7147
22.4577,19.82566,18.64304,18.24096,17.92873,4382
16.8292,15.62589,15.51733,15.5246,15.52731,8500
19.26733,18.8181,18.96776,18.73516,18.29969,9000
19.15576,18.07105,17.6352,17.48098,17.40362,5720
21.51356,19.68521,18.88305,18.36865,18.34753,4576
21.92976,20.82389,20.31016,19.72318,19.31215,3820
20.28263,19.92858,20.23636,20.54871,20.4403,9000
17.01893,15.95945,16.29184,15.39053,15.26076,5704
19.49849,18.58273,18.32848,18.22473,18.2337,6500
17.57203,16.41722,16.38878,16.41877,16.50716,8500
19.53708,19.46821,19.90409,20.13428,20.3383,13582
17.01438,16.03985,15.7061,15.5816,15.54695,6000
23.5371,21.45296,20.76379,20.46891,20.44617,4576
19.40223,18.23844,18.22603,18.2671,18.35446,8500
19.4053,18.52594,18.25804,18.14407,18.16672,6000
22.06382,20.95991,20.45643,20.34892,19.86588,5320
23.6568,21.38674,20.69238,20.3632,19.8121,5377
16.81973,15.94395,15.6504,15.53691,15.51492,6500
21.25389,17.4434,15.89433,15.02204,14.5476,4041
25.25006,21.58056,20.67621,19.78061,19.34306,3858
20.52041,17.19012,15.81736,15.25931,14.92444,4041
20.8931,17.48487,16.09927,15.52541,15.19796,4209
17.86544,16.93769,16.60251,16.48466,16.41023,6000
20.00348,18.72102,19.64664,17.83442,17.54146,5047
19.38829,19.08153,19.111,19.25795,19.38115,7652
19.64394,19.12386,19.25103,19.38387,19.54654,9000
25.88299,22.18465,20.69507,18.81054,17.77934,3717
19.2022,18.02772,17.52976,17.34701,17.24643,5320
22.71537,23.11217,21.51179,19.26469,18.15319,3717
16.6494,15.72953,15.39088,15.25441,15.20393,6000
24.63466,21.45623,20.02091,18.95353,18.40798,3717
23.11849,21.28596,19.47946,18.60992,18.06578,3980
19.21999,17.9704,17.97,18.06643,18.0739,8500
23.66197,20.85557,19.18218,17.84989,17.10917,3717
20.60397,19.32036,19.44893,19.54702,19.75918,7500
18.86767,17.77372,17.79697,17.85866,17.96203,8500
21.22186,17.72313,16.20765,15.50678,15.0779,3917
19.64452,18.56108,18.46268,18.48206,18.4678,7118
20.4102,19.26568,18.95082,18.78949,18.81032,6000
17.09098,15.94576,15.84138,15.84896,15.88702,7500
19.42979,18.26332,18.14289,18.15952,18.18387,7118
19.75111,18.64515,18.30738,18.19269,18.14095,6500
20.224,19.26484,19.05099,19.00224,19.01527,6718
25.09854,22.18052,20.44114,18.33195,17.14926,3717
16.83731,15.69639,15.34832,15.2406,15.21,6246
19.06778,17.93097,17.57167,17.41948,17.42043,6038
21.51886,18.68791,17.94097,17.29123,17.06843,5651
22.19746,20.13132,18.29491,17.67566,17.39973,3890
19.71314,19.70062,20.02677,20.34191,20.4059,9000
20.72365,19.87668,19.46968,19.00949,18.55566,5841
20.1628,18.96369,18.61574,18.50612,18.44912,6000
24.40928,22.99825,21.3803,19.45575,18.38794,3717
20.60386,20.44811,20.58172,20.7266,20.79198,7652
17.40665,16.29743,16.27331,16.31158,16.37976,8500
19.33979,18.12142,17.59911,17.37337,17.25842,5320
21.06242,19.79923,19.43771,19.27466,19.27973,5680
25.6142,22.71002,21.19557,19.07232,17.89276,3717
20.77961,20.29447,20.47833,20.66512,20.96245,8500
17.72097,16.59228,16.47992,16.47915,16.51657,7500
19.1025,18.56635,18.74696,18.9274,19.17179,7652
20.05462,18.89386,18.53951,18.4178,18.35637,6000
17.69359,16.73658,16.30631,16.12511,16.0435,6000
18.94152,17.82782,17.45022,17.30513,17.21638,5873
17.80605,16.70605,16.46368,16.3834,16.37807,7000
19.65876,18.85478,17.95096,17.77647,17.70389,5474
20.22836,19.13538,18.88165,18.76909,18.75071,6500
19.66754,18.683,18.93024,19.11462,19.24934,9379
24.51472,22.30743,20.93184,19.83424,19.29777,3717
20.55144,18.84381,18.2572,18.03337,17.92097,5221
18.99491,17.92058,17.69314,17.62886,17.63601,7000
16.53934,15.4092,15.064,14.95422,14.93967,6155
20.37167,19.24933,19.00451,18.89225,18.83903,6500
19.2354,18.00201,17.62936,17.49915,17.44581,5932
23.2646,20.94736,19.47061,18.43424,17.88948,3717
19.99511,19.52225,19.67707,19.78123,20.05884,7652
23.84902,22.28918,20.7047,18.65332,17.58337,3717
18.76133,17.65288,17.33558,17.23452,17.20954,6245
24.71376,22.90489,21.09563,20.18724,19.6442,3717
18.90833,19.10654,19.57157,19.91441,20.1439,9500
24.31161,21.14863,20.08705,19.67508,19.39607,4353
17.8157,16.89524,16.62931,16.51816,16.49964,6000
19.04655,18.05803,17.84418,17.7891,17.75021,6500
19.48841,18.27938,18.30223,18.38239,18.39222,6500
19.52139,18.33316,18.30051,18.37354,18.46533,8500
18.03657,17.09154,16.69828,16.52865,16.45527,6000
18.04224,17.04346,16.71827,16.58735,16.52783,6000
19.56614,18.62332,18.33158,18.2184,18.18325,6061
25.28232,22.53157,20.93365,19.07108,18.01243,3717
19.47373,18.3265,17.89266,17.76621,17.72895,6000
22.58272,19.76439,18.35567,17.47266,16.99589,3980
20.15141,18.8746,18.84551,18.87433,18.85583,7000
22.493,20.71632,19.84484,19.76677,20.03849,6361
19.7514,19.31453,19.54789,19.80913,20.09528,7652
25.53551,20.92909,19.28302,17.19958,16.04021,3717
24.71901,21.60357,19.872,17.50731,16.12526,3717
20.70268,19.38328,19.44675,19.56717,19.52374,7828
20.79042,20.00418,19.42255,19.21051,19.17083,5236
25.14091,25.1259,23.67516,20.62307,18.8941,6361
18.33956,17.42239,17.17936,17.09527,17.08518,6500
20.46967,19.18599,19.3328,19.45311,19.37915,9484
25.46166,21.70092,19.9585,17.75936,16.50792,3717
23.56275,22.99569,21.27566,19.26624,18.11543,3714
17.55725,16.39419,16.36475,16.40831,16.47114,8500
19.91901,19.4958,19.42062,19.49295,19.66918,7852
25.12554,21.86235,20.35037,18.20452,17.02665,3717
17.83447,16.96049,16.7013,16.59433,16.58764,6500
18.95948,17.62626,17.12336,16.91505,16.85675,5320
20.99371,20.50797,20.62612,20.64237,20.9257,9000
24.43686,22.77577,21.04791,18.96989,17.85053,3717
20.14504,20.05922,20.42629,20.67562,21.01631,9000
20.64904,20.04957,20.35454,20.61648,20.96379,7500
19.47685,19.285,19.33098,19.36691,19.49345,6000
18.59209,17.396,17.16475,17.02746,17.0212,6500
19.35326,18.24216,18.1834,18.19592,18.22575,7500
18.60428,17.36603,16.91685,16.74707,16.63152,6000
19.98866,18.92621,18.83998,18.86637,18.93478,8500
18.00703,17.51006,17.65402,17.79903,18.01722,7652
20.14787,18.35007,17.11741,16.01983,15.76099,5211
24.99826,20.8069,19.2085,17.28309,16.23591,3717
20.24174,19.10022,18.88918,18.83286,18.8634,7000
19.1843,17.98682,17.88932,17.89331,17.84522,7500
20.36583,19.21828,18.90178,18.83954,18.96046,6000
26.68688,24.88547,23.76301,20.55607,19.03694,4437
19.53853,18.43102,18.4706,18.55249,18.60075,8500
19.40553,18.27825,17.80074,17.59581,17.50749,5320
20.54003,19.30542,19.04791,18.94357,18.854,6000
18.75441,17.78244,17.65924,17.64724,17.69944,7500
18.64968,17.49207,17.69579,17.86954,17.9205,8500
23.29302,21.40721,20.75312,20.49867,19.9051,5459
21.64234,20.26531,20.3971,20.6841,20.74483,8637
19.11029,18.04967,17.96445,17.9428,17.96934,7500
17.689,16.79975,16.45669,16.31605,16.25349,6000
19.7939,18.51838,18.64043,18.74124,18.77976,8500
18.10394,16.96514,16.80971,16.78983,16.83651,7000
17.96494,17.07652,16.79419,16.67018,16.63149,6000
18.00419,16.87463,16.98864,17.14162,17.28756,7781
26.03455,20.52527,18.64095,17.86155,17.13207,3717
20.46624,19.24374,19.28356,19.32864,19.42797,8500
22.01315,20.89398,20.36062,20.2326,19.81637,10219
18.5414,17.2912,17.31188,17.37136,17.4146,7500
17.99652,17.07645,16.78813,16.67322,16.66885,6000
20.43633,19.36574,19.38892,19.4027,19.44547,8500
19.15827,18.0031,17.53825,17.34187,17.27337,5704
19.92959,19.3114,19.1793,19.15016,19.17622,7000
23.26775,22.1267,20.45521,18.46318,17.33255,3717
17.04779,16.09589,15.83898,15.71949,15.71663,6000
18.42814,17.07782,16.59021,16.44086,16.41756,5476
19.5622,18.45451,18.49292,18.56951,18.61736,8500
20.76253,19.56009,19.21857,19.11731,19.05749,6000
23.08801,20.28565,19.1743,18.5646,18.21713,4382
20.37318,19.11761,19.10277,19.11672,19.18148,7500
23.73305,22.93062,21.76609,19.342,17.96772,3714
20.27729,19.95473,20.17135,20.33941,20.89071,9000
18.59846,17.43986,17.6252,17.81257,17.92406,9500
19,17.89434,17.47139,17.3082,17.25584,5873
16.22272,15.24694,15.49935,15.68243,15.82641,9640
23.92258,20.58927,19.49526,19.02666,18.94791,4382
20.22651,19.13515,19.1104,19.15873,19.11178,7500
18.62683,18.19027,18.22079,18.35927,18.50081,7652
16.8706,15.66541,15.85432,16.01969,16.0965,8500
19.41975,18.16698,18.31297,18.4603,18.53082,8500
18.73199,17.52246,17.69884,17.84031,17.90882,8500
20.27516,19.04562,19.09169,19.15036,19.14505,7500
22.63476,22.15148,20.47589,18.41681,17.29699,3717
24.92175,23.35839,21.46443,19.25488,18.04315,3717
24.26241,22.51505,21.11355,19.18176,18.1363,3717
24.10648,22.80908,21.27519,19.35011,18.18959,3714
23.70668,23.06762,21.30479,19.46764,18.3513,3717
17.57214,16.46734,16.10968,15.96892,15.95029,5932
17.77693,16.69214,16.70888,16.74998,16.83189,8500
20.33547,19.22965,18.97532,18.88012,18.79253,6500
19.08941,18.90108,18.86623,18.15787,17.47293,3717
22.58508,20.11236,18.5045,17.94059,17.60505,3858
19.01273,17.87241,17.50505,17.34305,17.28285,6000
22.70475,21.12815,20.48843,20.21827,19.77841,5132
20.32899,19.16633,19.06684,19.06605,19.07714,8500
19.94689,18.88918,18.6636,18.57921,18.5722,7134
19.36872,18.12505,18.0801,18.11535,18.17454,8500
19.32406,18.25406,18.06261,18.03761,18.07575,7500
22.96812,21.12855,19.51766,17.59437,16.52299,3717
19.85205,18.73425,18.39179,18.25796,18.2056,6000
24.28623,20.94447,19.30974,17.32322,16.21206,3717
23.81566,22.32295,20.83631,18.80265,17.72167,3717
20.41708,19.24098,18.92202,18.80136,18.76929,6500
24.06815,21.3872,19.64716,17.25363,15.95928,3717
23.55433,22.9714,21.03067,20.12147,19.2917,3717
16.92607,15.70313,15.37406,15.27826,15.26381,6518
19.58921,18.47295,18.20661,18.10592,18.13196,6500
20.17654,19.0202,18.77024,18.66649,18.64326,6500
17.27263,16.11656,16.29906,16.45105,16.58003,9500
17.87665,16.75043,16.49751,16.40833,16.41251,6432
19.94902,18.78697,18.53225,18.44567,18.44689,6500
19.93269,18.7911,18.52177,18.41406,18.44871,7000
16.64158,15.43615,15.08138,14.97281,14.94095,6130
19.59839,19.11788,19.16592,19.24636,19.36469,7652
23.79639,20.72467,22.80092,18.53513,18.3419,3890
19.33624,18.19801,18.05762,18.01215,18.0478,7500
19.64168,18.69265,18.24234,18.01995,17.9035,6000
19.38778,18.40881,18.02536,17.88163,17.82693,6000
19.4999,19.6377,20.08692,20.42021,20.386,9640
18.07345,15.69946,14.72304,14.37421,14.19504,4505
19.42278,18.34196,18.12632,18.06743,18.04597,7000
25.09644,22.01232,20.87216,20.29662,20.52399,3969
18.78552,17.60127,17.17738,17.00129,16.94621,6038
20.4097,19.30021,19.03861,19.0081,18.99195,7000
19.97966,19.81843,20.15284,20.37573,20.50302,9000
23.84472,24.29542,22.7542,20.05253,18.57295,3714
17.33406,16.10932,16.03235,16.06009,16.12551,7118
24.65285,22.77913,21.11354,19.24891,18.15597,3717
17.43283,16.11115,15.91551,15.85643,15.83993,7500
17.82137,16.72592,16.37177,16.24774,16.20577,6000
18.77132,18.17266,17.9483,17.866,17.93782,6000
20.06857,18.90495,18.55461,18.40388,18.33016,6500
20.55137,19.23363,18.69573,18.48257,18.40523,5651
19.43292,18.38579,18.0196,17.89143,17.86244,6000
18.21544,17.206,16.87778,16.74565,16.69151,6500
19.68388,18.52902,18.09284,17.93836,17.89824,5873
19.4133,18.12042,17.61965,17.45652,17.37146,5630
17.89618,16.70792,16.33817,16.18605,16.12439,6500
21.28554,19.6774,21.53694,18.58629,18.24624,4801
18.18771,17.01491,16.79904,16.71196,16.6945,7500
17.15341,15.9068,15.50618,15.36352,15.32536,6246
21.49853,19.10353,17.46393,15.46512,14.361,3714
23.16223,20.44436,19.38803,18.94189,18.6593,4382
23.52211,20.84275,19.92497,19.56742,19.21475,4382
20.23496,19.3369,19.02643,18.95843,18.99587,6500
17.11372,16.22938,15.94277,15.82806,15.81693,6000
22.40367,20.76598,20.03877,19.70134,19.89917,4775
19.37103,18.43822,18.09932,17.93886,17.89623,6000
18.05765,17.03365,16.64492,16.47496,16.41299,6000
18.67061,17.57123,17.56047,17.5659,17.66477,7500
23.23545,20.77234,18.99232,18.39815,18.02407,4000
22.7464,20.0529,18.56801,17.66678,17.19873,3980
20.76067,19.74931,19.52899,19.23848,18.93225,7518
17.85943,17.01711,16.70979,16.59701,16.57095,6000
20.4242,19.00671,18.36787,18.14231,18.07542,5000
23.33234,21.58406,20.56872,20.36109,20.63022,4575
